sentimen,text
NETRAL,"Pertamina Luncurkan Pertamax Green Hari ini, BBM RON 95 yang Lebih Ramah Lingkungan untuk mengurangi dampak negatif penggunaan bahan bakar terhadap lingkungan dan menghadirkan solusi ramah lingkungan.  https://t.co/WapIsyjh32"
NETRAL,terima kasih Ya Allah telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya song weilong ke rumah sakit untuk menghadirkan seorang SONG WEILONG di bumi ini ?? https://t.co/LcdjvfgKYP
NETRAL,"Dalam Semalam, Dua Truk Pengangkut BBM Diduga Ilegal Diamankan Ditreskrimsus Polda Jambi: Jambi,MA-Direktorat Reserse Kriminal Khusus (Ditreskrimsus) Polda Jambi melalui Subdit IV berhasil mengamankan Dua truk pengangkut Bahan Bakar Minyak (BBM) diduga… https://t.co/s2vqYsTsPv"
NETRAL,"@dailyccaca terima kasih tuhan, telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya @navirowinstons ke rumah sakit untuk menghadirkan seorang NAVIRO WINSTONS di bumi ini."
NETRAL,"Pertamina Luncurkan Pertamax Green Hari ini, BBM RON 95 yang Lebih Ramah Lingkungan untuk mengurangi dampak negatif penggunaan bahan bakar terhadap lingkungan dan menghadirkan solusi ramah lingkungan.  https://t.co/f0TC1uiwdu"
NETRAL,"terima kasih ya Allah telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya hao ke rumah sakit untuk menghadirkan seorang zhang hao ke bumi ini yg skrg menjadi pelita hatiku, i love you interpol ???? https://t.co/pboU3zshFr"
NETRAL,"Jadi Pertamina Luncurkan Pertamax Green Hari ini, BBM RON 95 yang Lebih Ramah Lingkungan untuk mengurangi dampak negatif penggunaan bahan bakar terhadap lingkungan dan menghadirkan solusi ramah lingkungan.  https://t.co/Aip9K6WAbc"
NETRAL,"Konversi BBM ke Bahan Bakar Gas untuk nelayan sasaran tolong dipastikan berjalan dengan baik, karena mereka lah para pemilih Pak @jokowi yang sesungguhnya.  Bukan begitu Mba @susipudjiastuti ?"
NETRAL,"Pertamina Luncurkan Pertamax Green Hari ini, BBM RON 95 yang Lebih Ramah Lingkungan untuk mengurangi dampak negatif penggunaan bahan bakar terhadap lingkungan dan menghadirkan solusi ramah lingkungan.  https://t.co/A3FlMkSaPw"
NETRAL,pjw! Terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mama park ke rumah sakit untuk menghadirkan seorang PARK JEONGWOO di bumi ini ?? cr on pict https://t.co/Dkcfxs4yEr
NETRAL,"PERTAMINA Patra Niaga, Subholding Commercial &amp  Trading PT Pertamina  (Persero) resmi menjual atau menyalurkan secara komersial produk bahan  bakar minyak (BBM) ramah lingkungan BBM Ron 95 E5 (Bioethanol).   Sumber: https://t.co/oTJexsuGm6"
NETRAL,"Mengenal Lebih Dekat BBM RON 95 E5 (Bioetenol), Ini Keunggulan dan Kekurangannya: BBM RON 95 E5 (Bioetanol) adalah salah satu jenis bahan bakar kendaraan bermotor yang dicampur dengan bioetanol. RON 95 mengacu pada angka oktan yang menunjukkan tingkat… https://t.co/trvGan7ajJ https://t.co/uVxur3212z"
NETRAL,"Kalau pengangkutan sampah di luar rute rutin makin banyak, otomatis belanja bahan bakar buat armada sampahnya makin banyak juga dong ya?  Padahal, anggaran BBM itu sudah diplot di T-1. Jadi gabisa tiba-tiba nambah anggaran di luar pagu tahun berjalan."
NETRAL,terima kasih tuhan telah membiarkan fosil dinosaurus terdegradasi menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa ibunya jongbin ke rumah sakit untuk melahirkan anak laki-laki setampan yoon jongbin https://t.co/2gtMMCrGtT
NETRAL,Melakukan Perawatan kapal demi menjaga keselamatan dan kenyamanan serta menunjang pelayanan yang baik terhadap para customer.  Salam Munasindo  #sahabatmunasindo #agenBBM #bbmindustri #patraniaga #agenpertamina #pertamina #bbm #industri #industry #bahanbakar #b30 #pertamax https://t.co/Pa9URGko5j
NETRAL,"Pertamina Luncurkan Pertamax Green Hari ini, BBM RON 95 yang Lebih Ramah Lingkungan untuk mengurangi dampak negatif penggunaan bahan bakar terhadap lingkungan dan menghadirkan solusi ramah lingkungan.  https://t.co/55Tz6NXUua"
NETRAL,"Udah gitu, Harga LNG Pelindo Muahal coyy...  Seperti yg dikatakan Kepala Divisi Pengadaan Bahan Bakar Minyak dan Gas PLN Chairani Rachmatullah, harga gas dari fasilitas regasifikasi LNG Benoa dianggap masih terlalu mahal bagi PLN.  #MafiaEnergyTheSeries https://t.co/pOXdYoWdah https://t.co/9Y9nFeeyoU"
NETRAL,"Pertamina memanfaatkan energi baru terbarukan, yaitu Bioetanol sebagai campuran dari bahan bakar minyak guna mewujudkan transisi energi di Indonesia!  Buat Sobat yang kemarin penasaran, mencampur Bioetanol dengan BBM bahaya nggak sih?  Jawabannya nggak berbahaya sama sekali, Sob! https://t.co/oUIaJ10fk4"
NETRAL,"Kepala Badan Keamanan Laut (Bakamla) Laksamana Madya Aan Kurnia mengungkapkan arahan Menko Polhukam, Mahfud Md soal Kapal Super Tanker dengan muatan bahan bakar minyak mentah sebanyak 272.569 metrik ton. Mahfud berpesan agar segera diselesaikan. https://t.co/coys0flrH2"
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya joshua ke rumah sakit untuk menghadirkan seorang JOSHUA HONG di bumi ini. https://t.co/Kt57uV16Rl
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya joshua ke rumah sakit untuk menghadirkan seorang JOSHUA HONG di bumi ini. https://t.co/H7KZzuljfH
NETRAL,pengolahan minyak mentah dari 260.000 barel per hari menjadi 360.000 barel per hari. Kilang ini juga akan mendukung pengurangan emisi gas buang kendaraan bermotor dengan peningkatan kualitas produk bahan bakar minyak yang lebih ramah  #KilangPertaminaInternasional #RDMPBalikpapan
NETRAL,"terima kasih ya Allah, telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya alan ke rumah sakit untuk menghadirkan seorang ahlan al khairi di bumi ini????"
NETRAL,"pada pengolahan sampah plastik menjadi Bahan Bakar Minyak setara bensin dan solar dengan pendekatan ekonomi sirkular. Riset kolaborasi kedua berfokus pada kajian sistem produksi berkelanjutan, serapan karbon, analisis sosial dan ekonomi sirkular konservasi mangrove yang dilakukan https://t.co/3Gsiht1aBo"
NETRAL,SpBP luar bakal ketemu pasien luka bakar karena masak minyak dong. ???? Ya literally masak. Soalnya diolah jadi bahan bakar gitu. Mungkin di Inggris ga ada ya org yg bikin bahan bakar bareng-bareng ama tetangga di rumah gitu ????
NETRAL,"@vdosreal @Peternaklelee @kurnianet_ @sociotalker krn saat itu  jepang uda khabisan stok bahan bakar utk menggerakn mesin perang, satu2nya pilihan realistis lanjut perang ya rebut ladang minyak/coal milik VOC (indonesia), tp utk memuluskan langkah itu satu2nya kkuatan yg mreka waspadai ya US Navy yg ada di pasifik"
NETRAL,"Performa baik pada segment eceran juga tercermin oleh perolehan penjualan bahan bakar minyak yang mayoritas digunakan untuk industri dan tambang  #BahanaSekuritas  $AKRA   (Source : Company, Bahana) https://t.co/GappQc2yiK"
NETRAL,terima kasih YaAllah telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mama vera ke rumah sakit untuk menghadirkan seorang Muhammad Rifki Fahri Zayyan di bumi ini  https://t.co/xDl6GTQ8Oi
NETRAL,Ada sejumlah faktor yang mendorong penyesuaian tarif antara lain adalah kenaikan biaya bahan bakar minyak (BBM) hingga kenaikan kurs dollar https://t.co/PTrFSKD7tP
NETRAL,"POLRI SELALU BERUPAYA OPTIMAL UNTUK BISA HADIR &amp  MEMBERIKAN RASA AMAN BAGI MASYARAKAT NEGERI""  Polsek Tambun Polres Metro Bekasi- Patroli Mobile Cegah Curas, Curat dan Curanmor di Pusat Pengisian Bahan Bakar Minyak wilayah hukum Polsek Tambun. (23/7/2023) https://t.co/DgsGiphRRq"""
NETRAL,Solusinya ganti bbm jadi bahan bakar air yg kemarin banyak yg dukung AWOAKWOAKOWWKOWKW KENTUT KENTUT
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya SUNGHOON ke rumah sakit untuk menghadirkan seorang SUNGHOON di bumi ini
NETRAL,Pertamina melakukan penyesuaian harga bahan bakar minyak (BBM) Umum per Minggu (23/7). Cek di sini untuk selengkapnya  https://t.co/26Hhv9hePV
NETRAL,"IPO perusahaan migas akan memberikan manfaat ganda, yakni mendukung keberlanjutan operasional perusahaan serta mengurangi impor minyak mentah dan bahan bakar minyak, sehingga berkontribusi pada pemulihan ekonomi nasional dan ketahanan energi negara.  #IPO #PHE #PERTAMINA https://t.co/oIFJHyKHeP"
NETRAL,Sekarang lihat bagaimana reply homofobik yang ada di thread ini. Selamat kepada matt healy yang menyiramkan bahan bakar minyak pada masyarakat bigot kami ??????
NETRAL,"terima kasih ya Allah, telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya Joshua ke rumah sakit untuk menghadirkan seorang HONG JISOO di bumi ini."
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jiyou ke rumah sakit untuk menghadirkan seorang mitsunobu jiyou di bumi ini https://t.co/oAIWvQC05q
NETRAL,Terimakasih Tuhan telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya Faiz ke rumah sakit untuk menghadirkan seorang @spitfirefaiz di bumi ini. ?? https://t.co/dg09Nq8yJu
NETRAL,@aftersouth terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya guren ke rumah sakit untuk menghadirkan seorang GUREN ICHINOSE di bumi ini
NETRAL,terima kasih YaAllah telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa tante Hwang ke rumah sakit untuk menghadirkan seorang Hwang Hyunjin di bumi ini https://t.co/WOflB7oVVe
NETRAL,@owraney terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya nat ke rumah sakit untuk menghadirkan seorang NATASHA di bumi ini
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jeonghan ke rumah sakit untuk menghadirkan seorang YOON JEONGHAN di bumi ini https://t.co/a17Fo2Nlmr
NETRAL,"pencarian dana melalui IPO untuk kegiatan eksplorasi perlu dilakukan karena perusahaan migas pelat merah ini mempunyai keterbatasan pendanaan. Di sisi lain, impor minyak mentah dan Bahan Bakar Minyak (BBM) negara ini setiap tahunnya terus mengalami peningkatan. https://t.co/fN2tFXGx24"
NEGATIF,Bayar Jokowi njing wani lah yah gan kalo gak mau bayar mas Joko Widodo sebagai bahan bakar minyak yang terpadu yang tidak bisa melihat info lengkap mengenai harga selangit hahahahahahaha cerdas dan hutang yang sangat baik untuk kesehatan dan kecantikan lainnya yang sangat
NETRAL,Alasan dibalik pentingnya Ipo Pertamina hulu energi yaitu untuk impor minyak mentah dan bahan bakar minyak BBM negara ini setiap tahunnya terus mengalami peningkatan. #pertaminaIndonesia #PertaminaHuluEnergi #PertaminaPerkuatBUMN #Pertamina #saham #phe #bumn https://t.co/MLS6nhpNwI
NETRAL,"2. Bahan Bakar Bahan bakar juga memegang peranan penting dalam terbentuknya api. Pastinya ada material yang terbakar agar api tersebut bisa hidup. Ada banyak jenis bahan bakar yang mudah memicu api seperti kertas, kayu, bensin, minyak, oli hingga gas LPG."
NETRAL,@txthueningie BBM: Bahan bakar minyak
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya haruto ke rumah sakit untuk menghadirkan seorang WATANABE HARUTO di bumi ini https://t.co/YNxiTLU3y5
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jaehyun ke rumah sakit untuk menghadirkan seorang HAN JISUNG di bumi ini https://t.co/lek93cocqH
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jake ke rumah sakit untuk menghadirkan seorang JAKE SIM di bumi ini. https://t.co/QZNoKlvDhZ
NETRAL,Kementerian ESDM telah menetapkan Keputusan Dirjen Minyak dan Gas Bumi Nomor 252.K/HK.02/DJM/2023 tentang Standar dan Mutu (Spesifikasi) Bahan Bakar Minyak Jenis Bensin (Gasoline) RON 95 dengan Campuran Bioetanol 5% (E5) yang Dipasarkan di Dalam Negeri.  https://t.co/IjsjdcNZk5
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. https://t.co/5vAUyUfVTS"
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya jaehyun ke rumah sakit untuk menghadirkan seorang JEONG JAEHYUN di bumi ini
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. Mantul banget yah ?? https://t.co/LHBGTsVFRV"
NETRAL,"FYI nih!! Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan.  Komitmen keren sih ini Green Refinery menjadi salah satu inisiatif pengolahan bahan bakar minyak yang ramah lingkungan.   https://t.co/ozTlGvb2BD"
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. https://t.co/EferKN26Ti"
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. https://t.co/tGmkJ2ubx5"
NETRAL,".. Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. https://t.co/9YuHAx0c2y"
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya matthew dan taerae ke rumah sakit untuk menghadirkan ppangiz di bumi ini https://t.co/6PeWAbNpvj
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. https://t.co/k4cxSD9Nm1"
NETRAL,minyak mentah dari 260.000 barel per hari menjadi 360.000 barel per hari. Kilang ini juga akan mendukung pengurangan emisi gas buang kendaraan bermotor dengan peningkatan kualitas produk bahan bakar minyak yang lebih ramah lingkungan dengan standar EURO V.
NETRAL,Terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya Khaila ke rumah sakit untuk menghadirkan seorang KHAILA ISHAIRA di bumi ini
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan! Bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara ?? https://t.co/H6rDgIBCrr"
NETRAL,pengolahan minyak mentah dari 260.000 barel per hari menjadi 360.000 barel per hari. Kilang ini juga akan mendukung pengurangan emisi gas buang kendaraan bermotor dengan peningkatan kualitas produk bahan bakar minyak yang lebih ramah lingkungan dengan standar EURO V.
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya beomgyu ke rumah sakit untuk menghadirkan seorang choi beomgyu di bumi ini -moa https://t.co/n3HQiN8C8C
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. https://t.co/8k74Els1MU"
NETRAL,terima kasih tuhan telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya beomgyu ke rumah sakit untuk menghadirkan seorang choi beomgyu di bumi ini https://t.co/GUzuis53XL
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya beomgyu ke rumah sakit untuk menghadirkan seorang choi beomgyu di bumi ini https://t.co/TZbUGW6PaX
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. https://t.co/O2lpUdHX7y"
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya seungmin ke rumah sakit untuk menghadirkan seorang KIM SEUNGMIN di bumi ini https://t.co/WUtEZAFV6f
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya CHOI BEOMGYU ke rumah sakit untuk melahirkan seorang CHOI BEOMGYU ke dunia ini https://t.co/Vv6OpUMfys
NETRAL,terima kasih Tuhan telah membiarkan fosil dinosaurs terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya mingyu ke rumah sakit untuk menghadirkan seorang MINGYU di bumi ini https://t.co/tqDgkd1Wbg
NETRAL,"Dua orang ditetapkan menjadi tersangka oleh penyidik Polresta Banyuwangi, dalam kasus dugaan penyalahgunaan Bahan Bakar Minyak (BBM) subsidi.   Baca selengkapnya di https://t.co/guMAm1E11L  #KabarBanyuwangi #Banyuwangi https://t.co/C0luVfQKiZ"
NETRAL,@Elizcabeth Gak bahaya tah main Bahan Bakar Minyak?
NETRAL,kapasitas pengolahan minyak mentah dari 260.000 barel per hari menjadi 360.000 barel per hari. Kilang ini juga akan mendukung pengurangan emisi gas buang kendaraan bermotor dengan peningkatan kualitas produk bahan bakar minyak yang lebih ramah lingkungan dengan standar EURO V.
NETRAL,"Green Refinery, Komitmen Kilang Pertamina untuk Mewujudkan Bahan Bakar Ramah Lingkungan,bertujuan untuk mengurangi dampak negatif kilang minyak pada lingkungan, termasuk emisi gas rumah kaca dan polusi udara. https://t.co/ShObqt7tl4"
NETRAL,"terima kasih ya Allah, telah membiarkan fosil dinosaurus terdegradasi dan menjadi minyak bumi yang digunakan untuk bahan bakar mobil yang membawa mamanya YUCIL ke rumah sakit untuk menghadirkan seorang HAN YUCILL  di bumi ini. https://t.co/Eruop13vIV"
